198,DG Systems & Services,,Country Data,Digital Government,UN e-Gov Dev Index,DG Institution,DG Strategy,Whole of Government,GovTech,GovTech Products and Services,"Finance Ministry web site, Public Finance data, and FMIS links",Financial Management Information System,Treasury Single Account,Tax Administration,Customs Administration,e-Filing,e-Payment,Digital Signature,Public Employment,HRMIS,Payroll System,e-Procurement,Public Debt,Public Investment Management Systems,Aid Mgmt Systems,Other Categories,Data Governance Maturity,"Data Governance Institution, Policy & Regulations","Government Cloud, Enterprise Architecture and Interoperability Platform", National CERT or CSIRT,National website for citizen participation,National website for citizen feedback / GRM,Government responsiveness,Legal System Type,Data Protection & Privacy Laws,Data Protection Agency,Right to Information Law,WDR Survey Results,WJP Rule of Law Index,Freedom in the World (2020),Freedom on the Net (2019),Is there an Open Government initiative?,Is there an Open Data portal?,Disruptive Technologies,PS Digital Skills & Innovation Strategy,Digital Skills & Innovation,PS Digital Skills & Innovation Institution,Open Source Policies adopted by the governments,ID4D,Government Effectiveness,Control of Corruption,CPI,GTMI > Expert opinion for weights,Core Gov Systems,Public Services,Citizen Engage,GovTech Enablers,I-1,I-2,I-3,I-4,I-5,I-6,I-7,I-8,I-9,I-10,I-11,I-12,I-13,I-14,I-15,I-16,I-17,I-18,I-19,I-20,I-21,I-22,I-23,I-24,I-25,I-26,I-27,I-28,I-29,I-30,I-31,I-32,I-33,I-34,I-35,I-36,I-37,I-38,I-39,I-40,I-41,I-42,I-43,I-44,I-45,I-46,I-47,I-48,GovTech Index,Comparison with UN,No weight,Comparison with weights,Standardized,Comparison with Indicators,No Weights,Comparison of weights,OECD DG 2019,GTMI > Correlation of indicators (without standardization),GTI > Factor analysis (without standardization),GTMI Raw Scores > ,GTMI Standardized Z-Scores> ,GTC > Correlation analysis with Standardized Scores,GTF > Factor analysis with Standardized Scores,data_country,data_year
Group,#,GTI-4,Level,e-Government,eGov'20,DG Org URL,DG St,WoG,GT,e-Gov,MoF URL,FMIS / TS,Treasury website,Tax Adm URL,Customs URL,e-Filing URL,ePayment,Digital Sign URL,Public Emp,HRMIS Abbr,Payroll Abbr,eProc System,Debt Org / URL,PIM Unit URL,AMP,Region,Grp,Inst,GCL,Cyber,Part,GRM,Perf,Legal System Type,DPL,DPA,RTI,Cl Pol,RoL Score,Status,Status,OGI,ODP,DT,DSI,DSI,PSI,OSS,Nat ID,GE,CoC,CPI,Code,CGSI,PSDI,CEI,GTEI,GCL,GEA,GSB,FMIS,TSA,Tax,Cust,HRM,Payr,e-GP,Debt,PIMS,OSS,eTII,DT,eOSI,eSrv,TaxS,eFil Srv,ePay Srv,CusS,ePart'20,OGI,ODP,Part,Petit,Publ,Anym,Resp,GRM,Serv,Acce,Perf,GT,DaG,DGSt,WoG,RTI,DPL,DPA,NatID,e-ID,dSign,Cyber,eHCI,DSSt,DSI,PSI,GT0,Code,GT0,GTE,GTCs,GovTech,eGDI,GTE,Score,Code,Code,Code,Code,Code,Code,GTI-4,GTI-4
C,129,-0.16,LMIC,http://pronicaragua.gob.ni/en/resource-library/87-key-links/,123,https://www.cornap.gob.ni/,3,0,0,-,http://www.hacienda.gob.ni,SIGFA,http://www.hacienda.gob.ni/Direcciones/tesoreria,http://www.dgi.gob.ni,https://www.uaf.gob.ni/cooperacion-nacional/instituciones-nacionales/dgsa,https://dgienlinea.dgi.gob.ni/,-,http://www.hacienda.gob.ni/Direcciones/tecnologia/firma-electronica/marco-legal/LeyFirmaElectronicaNicaragua.pdf/view?searchterm=None,"105,650",SISEC,SIGFA,Nicaragua Compra,Ministry of Finance and Public Credit,http://www.snip.gob.ni/,,LCR,D,0,0,0,0,0,0,civil,2,2,2,1,0.39,1,-,0,0,0,0,0,0,0,1,0.35,0.28,22,NIC,0.59,0.54,0.04,0.47,-0.03,-0.08,-0.07,0.02,0.01,0.07,0.02,-0.10,-0.14,0.03,0.03,0.03,-0.05,-0.05,-0.03,0.00,-0.08,0.01,0.03,-0.10,-0.01,-0.01,-0.10,-0.03,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,0.02,-0.03,0.07,0.02,0.03,0.10,0.12,-0.03,-0.06,-0.03,-0.12,-0.12,-0.10,0.41,NIC,C,C,0.385,-,0.514,0.335,-,NIC,NIC,NIC,NIC,NIC,NIC,-0.16,-0.16
C,130,-0.86,LIC,http://www.presidence.ne,188,-,0,0,0,-,http://www.finances.gouv.ne/,FMIS > CEGIB,http://www.finances.gouv.ne/index.php/direction-services/administration-centrale/les-directions-generales/la-direction-generale-du-tresor-et-de-la-comptabilite-publique-dgtcp,https://www.impots.gouv.ne/,http://ksim-ibro.e-monsite.com/pages/douane-du-niger/,-,-,-,"502,000",-,PS,ARMP Website,"Finance Department, Presidency of Niger",http://www.finances.gouv.ne/index.php/direction-services/administration-centrale/les-directions-generales/direction-generale-des-entreprises-publiques-et-du-portefeuille-de-l-etat-dgep-pe,2009,AFR,D,0,0,0,0,0,0,civil + customary + religious,2,2,2,-,0.45,2,-,1,1,0,0,0,0,0,1,0.34,0.39,32,NER,0.51,0.24,0.18,0.26,-0.03,-0.08,-0.07,0.02,0.01,0.07,0.02,-0.29,0.09,0.03,0.03,-0.01,-0.05,-0.15,-0.03,-0.07,-0.08,-0.21,-0.05,-0.10,-0.01,-0.06,0.12,-0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,-0.06,-0.03,0.07,0.02,0.03,0.10,-0.54,-0.09,-0.06,-0.23,-0.12,-0.12,-0.10,0.30,NER,C,D,0.264,-,0.166,0.225,-,NER,NER,NER,NER,NER,NER,-0.86,-0.86
C,131,0.18,LMIC,https://www.commtech.gov.ng/initiatives/e-government.html,141,https://nitda.gov.ng/,2,0,1,-,https://www.finance.gov.ng/,GIFMIS,http://oagf.gov.ng/,http://www.firs.gov.ng,http://www.customs.gov.ng,-,-,https://nitda.gov.ng/standards-guidelines/,"1,200,000",IPPIS,IPPIS,BPP Website,Debt Management Office,https://www.finance.gov.ng/,,AFR,C,0,1,2,0,0,0,common + religious,2,2,2,1,0.43,2,2,1,1,0,0,1,2,0,1,0.28,0.28,26,NGA,0.64,0.47,0.19,0.65,0.01,0.06,0.09,0.02,-0.07,0.07,0.02,0.09,0.09,0.03,0.03,-0.01,-0.05,-0.06,-0.03,-0.01,-0.02,0.01,-0.02,-0.10,-0.01,-0.02,0.12,-0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,0.03,-0.06,-0.01,-0.03,0.07,0.02,0.03,0.10,0.12,-0.03,0.03,-0.10,-0.12,0.10,0.11,0.49,NGA,C,C,0.486,Yes,0.441,0.466,-,NGA,NGA,NGA,NGA,NGA,NGA,0.18,0.18
A,132,0.83,HIC,https://www.norge.no/nb/om-noregno,13,https://www.regjeringen.no/en/dep/kmd/id504/,3,2,1,1,http://www.regjeringen.no,FMIS,http://www.regjeringen.no/nb/dep/fin/dep/org/avdelinger.html?id=243,http://www.skatteetaten.no,http://www.toll.no,http://www.skatteetaten.no/no/Person/Selvangivelse/Selvangivelse-for-lonnstakere-og-pensjonister/,https://idporten.difi.no/opensso/UI/Login?realm=/norge.no&spEntityID=tjenester.sismo.no&service=IDPortenLevel4List&goto=http%3A%2F%2Fidporten.difi.no%2Fopensso%2FSSORedirect%2FmetaAlias%2Fnorge.no%2Fidp2%3FReqID%3Did-UCRVa-cBYIVLHE7AmNFYTut-eO8-,http://www.difi.no/digital-forvaltning/felles-it-losninger-fra-difi/id-porten,"857,000",DFØ > OPAL,OPAL,E-handel,Norwegian Ministry of Finance,http://www.nationalplanning.gov.ng/,,-,A,2,2,2,1,1,0,civil,2,2,2,-,0.89,3,-,1,2,2,2,1,2,2,1,0.87,0.91,84,NOR,0.83,0.99,0.61,1.00,0.05,0.20,0.09,0.02,0.01,0.07,0.02,0.09,0.09,0.03,0.03,-0.01,0.07,0.12,0.05,0.08,0.05,0.22,0.03,0.14,0.09,0.08,0.12,0.01,0.11,-0.04,0.16,-0.04,-0.04,0.10,0.13,-0.03,-0.02,0.03,0.16,0.02,0.09,0.07,0.02,0.03,0.10,0.12,0.07,0.03,0.10,0.13,0.10,0.11,0.86,NOR,A,A,0.870,Yes,0.906,0.901,0.55,NOR,NOR,NOR,NOR,NOR,NOR,0.83,0.83
B,133,-0.11,HIC,http://www.oman.om,50,https://omanportal.gov.om/wps/portal/index/eomanstrategy/!ut/p/a1/hc5NC4JAEAbg39LBqzO2Itpt074sWaIo3UtobKuhbqgl_ftMugR9zO0dnpcZ4BACL-NbJuMmU2WcPzO3DmxtWMac4dJG4iIdu8w0DYpsYnUg6gB-GYr_-nvgPSE4Q2TOIlhuA4pDspv6zsoinme-wI8TG1GCD1zmKulfjmiZEFsCr8RJVKLSr1W3TpvmUo801LBtW10qJXOhH1Wh4adKquoGwncJlyLEs8mTe0sHD-yOSYo!/dl5/d5/L0lKQSEvUUt3RS80RUkhL2Vu/,2,1,0,-,http://www.mof.gov.om,IFS,http://www.mof.gov.om,http://www.taxoman.gov.om,http://www.customs.gov.om,-,http://www.oman.om/wps/portal/!ut/p/c5/04_SB8K8xLLM9MSSzPy8xBz9CP0os3hjA3cDA39LT1_vEF9HAyPjMDcvSx8zYxcXE6B8pFm8AQ7gaEBAd3BqXnxosH44yFq8xvh55Oem6hfkRlQEpCsqAgDMiMl8/dl3/d3/L2dJQSEvUUt3QS9ZQnZ3LzZfMzBHMDBPOUlNNEJRRDAySjJLNVNBMzIwUzQ!/?WCM_GLOBAL_CONTEXT=/wps/wcm/connect/ar/site/home/epayment/epayment,https://omanportal.gov.om/auth/was/ccg/SessionGenerator.jsp?Location=https%3A%2F%2Fomanportal%2Egov%2Eom%2Fwps%2Fmyportal,"411,900",HRMS,HRMS,Tender Board Website,Ministry of Finance,http://www.mof.gov.om,,MNA,C,0,2,2,1,1,0,religious,2,2,0,1,-,1,-,0,2,0,0,0,0,2,1,0.55,0.59,52,OMN,0.75,0.78,0.60,0.55,0.05,0.20,0.09,0.02,-0.07,-0.46,0.02,0.09,0.09,0.03,0.03,0.03,0.07,0.05,-0.03,0.07,0.05,0.01,-0.02,0.14,0.09,0.06,-0.10,0.01,0.11,-0.04,0.16,-0.04,0.18,0.10,0.13,-0.03,-0.02,-0.02,-0.06,-0.01,0.03,-0.15,0.02,0.03,0.10,0.12,0.07,0.03,0.04,-0.12,-0.12,-0.10,0.67,OMN,B,B,0.674,-,0.775,0.679,-,OMN,OMN,OMN,OMN,OMN,OMN,-0.11,-0.11
B,134,0.37,LMIC,https://nitb.gov.pk/Detail/OWNkMGExNzctOWNhYS00YmU5LTlmZjQtYTU4YTk3OGQwZjFl,153,https://nitb.gov.pk/Detail/OWNkMGExNzctOWNhYS00YmU5LTlmZjQtYTU4YTk3OGQwZjFl,3,1,1,1,http://www.finance.gov.pk,FABS,http://www.finance.gov.pk,http://www.fbr.gov.pk,http://www.fbr.gov.pk,https://e.fbr.gov.pk/AuthLogin.aspx,https://e.fbr.gov.pk,https://www.nift.pk/niftetrust/digital-signature-certificate/fbr-digital-id/,"4,473,300",FABS,FABS,PPRA Website,Ministry of Finance,https://www.pc.gov.pk/,,SAR,C,0,2,2,1,1,0,common,2,1,2,1,0.39,2,1,0,2,0,1,1,2,2,1,0.36,0.33,32,PAK,0.74,0.83,0.50,0.79,0.05,-0.08,-0.07,0.02,0.01,0.07,0.02,0.09,0.09,0.03,0.03,0.03,0.07,-0.10,-0.03,0.02,-0.02,0.22,0.03,0.02,0.09,-0.01,-0.10,0.01,0.11,0.12,-0.06,-0.04,-0.04,0.10,0.13,-0.03,-0.02,0.03,-0.06,0.02,0.03,0.07,0.02,0.00,0.10,0.12,0.07,0.03,-0.12,0.01,0.10,0.11,0.72,PAK,B,B,0.677,Yes,0.418,0.671,-,PAK,PAK,PAK,PAK,PAK,PAK,0.37,0.37
D,135,-1.43,HIC,http://palaugov.org,125,-,0,0,0,-,http://palaugov.org/executive-branch/ministries/finance,FMIS > 4Gov,http://palaugov.org/bureau-of-national-treasury/,http://palaugov.org/bureau-of-revenue-customs-taxation/,http://palaugov.org/bureau-of-revenue-customs-taxation/,https://www.palaugov.pw/executive-branch/ministries/finance/bureau-of-revenue-customs-taxation/tax-forms/,-,-,"3,000",FMIS > 4Gov,FMIS > 4Gov,-,Bureau of National Treasury,http://palaugov.org/executive-branch/ministries/finance,,EAP,D,0,0,0,0,0,0,common,0,0,2,-,-,3,-,0,2,0,0,0,0,0,0,0.49,0.41,-,PLW,0.23,0.23,0.18,0.11,-0.03,-0.08,-0.07,0.02,-0.15,-0.46,-0.27,0.09,0.09,-0.09,-0.34,-0.01,-0.05,-0.06,-0.03,-0.07,-0.08,-0.21,-0.02,-0.10,-0.10,-0.06,-0.10,0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,-0.06,-0.03,0.07,-0.04,-0.03,-0.91,-0.54,-0.09,-0.06,0.08,-0.12,-0.12,-0.10,0.19,PLW,D,D,0.187,-,0.511,0.180,-,PLW,PLW,PLW,PLW,PLW,PLW,-1.43,-1.43
B,136,0.45,HIC,https://innovacion.gob.pa/,84,http://www.innovacion.gob.pa/,2,0,0,-,http://www.mef.gob.pa,ISTMO,https://www.mef.gob.pa/,https://dgi.mef.gob.pa/,https://siga.ana.gob.pa/pcus/jsf/homepage/home.jsf,https://dgi.mef.gob.pa/Declaracion-informes/D-I-S-Renta.html,-,https://www.firmaelectronica.gob.pa/,"267,100",ISTMO,ISTMO,Panama Compra,Ministry of Finance,https://dgi.mef.gob.pa/,,LCR,C,0,1,2,0,0,0,civil,2,2,2,-,0.52,3,-,1,2,0,2,1,2,0,1,0.51,0.38,36,PAN,0.60,0.62,0.28,0.73,0.01,-0.08,0.09,-0.24,-0.07,0.07,0.02,-0.10,-0.14,0.03,0.03,0.03,-0.05,0.03,-0.03,0.02,-0.02,0.01,0.03,-0.10,-0.01,0.00,0.12,0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,-0.01,-0.03,0.07,0.02,0.03,0.10,0.12,0.02,0.03,0.02,0.13,0.10,0.11,0.56,PAN,B,B,0.531,-,0.672,0.534,0.34,PAN,PAN,PAN,PAN,PAN,PAN,0.45,0.45
C,137,-0.42,LMIC,http://www.communication.gov.pg/,175,http://www.communication.gov.pg/,2,0,0,-,https://www.finance.gov.pg/,IFMS,http://www.treasury.gov.pg,http://www.irc.gov.pg,http://www.customs.gov.pg,-,-,-,"43,246",HRMIS,HRMIS,Government Procurement Portal,Department of Treasury,https://www.finance.gov.pg/,,EAP,D,0,0,2,0,0,0,common + customary,0,0,0,0,-,2,-,1,2,0,0,0,0,0,1,0.34,0.30,28,PNG,0.56,0.44,0.25,0.24,-0.03,-0.08,-0.07,0.02,0.01,0.07,0.02,0.09,0.09,0.03,0.03,-0.01,-0.05,-0.14,-0.03,-0.09,-0.02,0.01,-0.02,-0.10,-0.01,-0.08,0.12,0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,-0.01,-0.03,-0.15,-0.04,-0.03,0.10,0.12,-0.09,0.03,-0.08,-0.12,-0.12,-0.10,0.37,PNG,C,C,0.336,-,0.283,0.307,-,PNG,PNG,PNG,PNG,PNG,PNG,-0.42,-0.42
B,138,0.31,UMIC,https://www.paraguay.gov.py/gobierno-electronico,93,https://www.mitic.gov.py/agenda-digital/portada,3,0,1,1,http://www.hacienda.gov.py,SIAF,http://www.hacienda.gov.py/sseaf/index.php?c=299,http://www.set.gov.py,http://www.aduana.gov.py,https://marangatu.set.gov.py/eset/,-,https://www.paraguay.gov.py/firma-digital,"317,600",SINARH,SINARH,Contrataciones Paraguay,Ministry of Finance,http://snip.hacienda.gov.py/Snip_Web/portal/SNIP-paraguay.html,,LCR,C,0,1,2,0,0,0,civil,2,2,2,-,-,2,-,1,2,0,0,1,2,2,1,0.39,0.33,28,PRY,0.77,0.62,0.29,0.73,0.01,-0.08,0.09,0.02,0.01,0.07,0.02,0.09,0.09,0.03,0.03,0.03,0.07,0.00,-0.03,0.04,-0.02,0.01,0.00,-0.10,0.09,0.04,0.12,0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,0.03,-0.06,0.02,-0.03,0.07,0.02,0.03,0.10,0.12,0.02,0.03,0.00,-0.12,0.10,0.11,0.60,PRY,B,B,0.598,Yes,0.649,0.582,-,PRY,PRY,PRY,PRY,PRY,PRY,0.31,0.31
A,139,0.51,UMIC,https://www.gob.pe/8256,71,https://www.gob.pe/7025-presidencia-del-consejo-de-ministros-secretaria-de-gobierno-digital/,2,1,1,-,http://www.mef.gob.pe,SIAF II,http://www.mef.gob.pe/index.php?option=com_content&view=section&id=32&Itemid=100770&lang=es,http://www.sunat.gob.pe,http://www.sunat.gob.pe,https://www.sunat.gob.pe/xssecurity/SignOnVerification.htm?signonForwardAction=https%3A%2F%2Fwww.sunat.gob.pe%2Fol-at-itcanal%2Fcanal.do,http://online.reniec.gob.pe/ventanillavirtual/DatosTributosAction.do?accion=ini,https://pki.reniec.gob.pe/creacion-de-firma-digital/,"1,345,800",RNSC,SIAF II,SEACE,"Ministry of Finance, General Directorate of Indebtedness and Public Treasury",https://www.mef.gob.pe/es/inversion-publica-sp-21787,,LCR,A,2,1,2,1,1,0,civil,2,2,2,1,0.50,3,-,1,2,0,0,1,2,2,1,0.49,0.41,36,PER,0.77,0.91,0.60,0.81,0.01,-0.08,0.09,0.02,0.01,0.07,0.02,0.09,0.09,0.03,0.03,0.03,0.07,0.01,-0.03,0.05,0.05,0.22,0.03,0.02,0.09,0.05,0.12,0.01,0.11,-0.04,-0.06,-0.04,-0.04,0.10,0.13,0.20,-0.02,0.03,0.16,-0.01,0.03,0.07,0.02,0.03,0.10,0.12,0.02,0.03,0.04,-0.12,0.10,0.11,0.77,PER,A,A,0.766,Yes,0.708,0.776,-,PER,PER,PER,PER,PER,PER,0.51,0.51
B,140,-0.81,LMIC,http://i.gov.ph/egovernmentframework-egovframe/,77,https://dict.gov.ph/,3,1,1,1,http://www.dof.gov.ph,BTMS,http://www.treasury.gov.ph/,http://www.bir.gov.ph,http://www.customs.gov.ph,https://efps.bir.gov.ph/,-,http://i.gov.ph/pki/,"1,551,700",HRIS,MMIS,Phil GEPS,Department of Finance,http://www.neda.gov.ph/public-investment-programs/,,EAP,B,0,1,2,1,1,1,civil + common,2,2,2,1,0.47,2,2,1,2,0,0,1,2,2,0,0.51,0.39,34,PHL,0.77,0.77,0.75,0.69,0.01,0.20,0.01,0.02,-0.07,0.07,0.02,0.09,0.09,0.03,0.03,0.03,0.07,0.01,-0.03,0.04,0.05,0.22,0.03,-0.10,-0.01,0.04,0.12,0.01,0.11,-0.04,0.16,-0.04,0.18,0.10,0.13,-0.03,0.12,0.03,-0.06,0.02,0.03,0.07,0.02,0.03,-0.91,-0.54,0.02,0.03,0.03,-0.12,0.10,0.11,0.75,PHL,B,B,0.741,Yes,0.689,0.740,-,PHL,PHL,PHL,PHL,PHL,PHL,-0.81,-0.81
B,141,0.59,HIC,https://www.premier.gov.pl,24,http://archiwum.mc.gov.pl/en/the-areas-of-our-activity,3,0,1,1,http://www.mf.gov.pl,TREZOR,http://www.mf.gov.pl/ministerstwo-finansow/dzialalnosc/finanse-publiczne,http://www.mf.gov.pl/administracja-podatkowa,http://www.mf.gov.pl,http://www.mf.gov.pl/web/wp/systemy-informatyczne/e-deklaracje,http://www.epractice.eu/node/284578,http://www.nccert.pl/,"3,371,300",SWEZ_HR,SWEZ_HR,Public Procurement Office Portal,Polish Ministry of Finance,https://www.gov.pl/web/fundusze-regiony/serwisy-ministerstwa,,ECA,C,0,2,2,0,0,0,civil,2,2,2,-,0.66,3,-,0,2,2,2,1,2,2,1,0.62,0.62,58,POL,0.80,0.99,0.23,0.85,0.05,-0.08,-0.07,0.02,0.01,0.07,0.02,0.09,0.09,0.03,0.03,0.03,0.07,0.08,0.05,0.08,0.05,0.22,0.03,0.14,0.09,0.09,-0.10,0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,0.03,-0.06,0.02,-0.03,0.07,0.02,0.03,0.10,0.12,0.07,0.03,0.09,0.13,0.10,0.11,0.72,POL,B,B,0.712,Yes,0.853,0.699,-,POL,POL,POL,POL,POL,POL,0.59,0.59
A,142,0.61,HIC,https://eportugal.gov.pt/en/sobre,35,https://www.tic.gov.pt/,3,1,1,1,http://www.portugal.gov.pt/pt/os-ministerios/ministerio-das-financas.aspx,SIGOFA,http://www.igcp.pt,https://www.portaldasfinancas.gov.pt/pt/home.action,http://www.portaldasfinancas.gov.pt,https://www.portaldasfinancas.gov.pt/pt/ES/inicio.action,http://www.portaldocidadao.pt/PORTAL/pt/informacao+geral/FAQ/certidoes_online/,http://www.portaldocidadao.pt/PORTAL/pt/Dossiers/DOS_saiba+como+usar+o+cartao+de+cidadao+em+servicos++online++do+portal.htm?passo=1,"727,000",SIGOFA,SIGOFA,BASE,Portuguese Debt Agency,https://www.portugal.gov.pt/pt/gc22/area-de-governo/economia-transicao-digital?cpp=1,,-,B,0,1,2,1,1,0,civil,2,2,2,-,0.70,3,-,1,2,2,2,1,2,2,1,0.73,0.65,62,PRT,0.87,0.92,0.60,0.88,0.01,0.20,0.09,0.02,0.01,0.07,0.02,0.09,0.09,0.03,0.03,0.03,0.07,0.08,0.05,0.07,0.05,0.01,0.03,0.14,0.09,0.06,0.12,0.01,0.11,-0.04,0.16,-0.04,0.18,0.10,-0.05,-0.03,-0.02,0.03,-0.06,0.02,0.03,0.07,0.02,0.03,0.10,0.12,0.07,0.03,0.06,0.13,0.10,0.11,0.82,PRT,A,A,0.809,Yes,0.826,0.841,0.58,PRT,PRT,PRT,PRT,PRT,PRT,0.61,0.61
B,143,0.56,HIC,https://www.motc.gov.qa/en/qatar-digital-government/i-gov,66,https://www.motc.gov.qa/en,3,1,1,-,https://www.mof.gov.qa/en/Pages/default.aspx,GFMIS,http://www.qcb.gov.qa/English/PublicDebtTools/Pages/TreasuryBills.aspx,http://www.mof.gov.qa,http://www.customs.gov.qa,-,http://portal.www.gov.qa/wps/portal/services,https://portal.www.gov.qa/wps/portal/topics/Business+and+Finance/Commerce+Law/ecommercelaw,"86,500",GFMIS,GFMIS,Central Tenders Committee Website,Qatar Central Bank,https://www.psa.gov.qa/,,MNA,B,2,1,2,1,1,0,civil + religious,2,2,0,1,-,1,-,0,2,2,2,1,2,0,1,0.64,0.67,62,QAT,0.63,0.69,0.59,0.88,0.01,0.06,0.09,-0.11,-0.15,-0.10,0.02,-0.10,-0.14,0.03,-0.10,0.03,-0.05,0.09,0.05,0.02,0.05,0.01,-0.05,0.14,0.09,0.02,-0.10,0.01,0.11,-0.04,0.16,-0.04,0.18,0.10,0.13,-0.03,-0.02,0.03,0.16,0.02,0.03,-0.15,0.02,0.03,0.10,0.12,0.07,0.03,-0.01,0.13,0.10,0.11,0.70,QAT,B,B,0.706,Yes,0.717,0.735,-,QAT,QAT,QAT,QAT,QAT,QAT,0.56,0.56
B,144,0.56,HIC,http://www.gov.ro,55,http://www.mcsi.ro/#,3,1,0,-,http://www.mfinante.ro,BUDGET/TREZOR,http://www.mfinante.ro/trezorengl.html?pagina=domenii,http://www.anaf.ro,http://www.customs.ro,http://www.anaf.ro/anaf/internet/ANAF/informatii_publice/formular_sesizari/!ut/p/a1/hY_LDoIwEEW_xQVbptpAqrtSDA0xuiJCN6YkvAxSUiv8vsWw0ERxdnNzTu4MCEhBdHJoKmka1cl22oV_4Wvu8w3ZxKeABYiyrR_ywMOIeRbILIB-DEWfPqH7ySfHhDAbRHj2F4A__WcQSxVRiGdg4cQYRNWq_PVuRrsckwqELspCF9p9aBvXxvQ7BzloHEdXdrJ0tXLQN7xWdwPpGwb9LUnR1WuHA109AUJddf8!/dl5/d5/L2dBISEvZ0FBIS9nQSEh/,https://www.ghiseul.ro/,http://www.mcsi.ro/Minister/Domenii-de-activitate-ale-MCSI/Tehnologia-Informatiei/Servicii-electronice/Semnatura-electronica,"1,371,000",HRMIS,RoSTEPS,e-Licitatie,Ministry of Economy and Finance,http://www.mfinante.ro,,ECA,C,0,1,2,0,0,0,civil,2,2,2,-,0.63,3,-,1,2,1,2,1,2,2,1,0.44,0.47,44,ROM,0.73,0.84,0.29,0.84,0.01,-0.08,0.01,0.02,0.09,0.07,0.02,0.09,0.09,0.03,0.03,-0.01,0.07,0.07,0.01,0.04,0.05,0.01,0.03,0.14,-0.01,0.06,0.12,0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,0.02,0.03,0.07,0.02,0.03,0.10,0.12,0.07,0.03,0.05,0.13,0.10,0.11,0.68,ROM,B,B,0.653,-,0.761,0.647,-,ROM,ROM,ROM,ROM,ROM,ROM,0.56,0.56
B,145,0.50,UMIC,https://digital.gov.ru/en/activity/statistic/rating/elektronnoe-pravitelstvo-v-rf/,36,https://digital.gov.ru/en/,2,1,1,1,http://www.minfin.ru,FTAS / eBudget,http://www.roskazna.ru/,http://www.nalog.ru,http://www.customs.ru,https://service.nalog.ru/tax.do,https://oplatagosuslug.ru/,http://www.gosuslugi.ru/pgu/eds,"14,000,000",HRMIS,FTAS / eBudget,Zakaz RF,The Central Bank of the Russian Federation,http://www.minfin.ru,,ECA,B,1,1,2,0,0,0,civil,2,2,2,0,0.47,1,1,0,2,2,0,1,2,2,1,0.53,0.33,28,RUS,0.87,0.92,0.22,0.81,0.01,0.20,0.09,0.02,0.09,0.07,0.02,-0.10,0.09,0.03,0.03,0.03,0.07,0.07,0.05,0.06,0.05,0.01,0.03,0.14,0.09,0.07,-0.10,0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,0.03,0.05,-0.01,0.03,0.07,0.02,0.03,0.10,0.12,0.07,0.03,0.08,-0.12,0.10,0.11,0.70,RUS,B,B,0.706,Yes,0.824,0.717,-,RUS,RUS,RUS,RUS,RUS,RUS,0.50,0.50
B,146,0.37,LIC,http://www.gov.rw,130,https://www.minict.gov.rw/,3,0,0,-,http://www.minecofin.gov.rw,SmartFMS,http://www.minecofin.gov.rw/index.php?id=67&L=registration.register,http://www.rra.gov.rw,http://www.rra.gov.rw,https://etax.rra.gov.rw/,-,http://www.wipo.int/wipolex/en/details.jsp?id=10873,"118,590",IPPS,IPPS,RPPA Website > KONEPS,Ministry of Finance and Economic Planning,http://www.minecofin.gov.rw,,AFR,C,0,1,2,0,0,0,civil + customary,2,2,2,0,0.62,1,2,0,1,2,2,1,2,0,1,0.54,0.61,53,RWA,0.67,0.69,0.13,0.72,0.01,0.06,0.01,0.02,0.01,0.07,0.02,0.09,0.09,-0.01,0.03,-0.01,-0.05,-0.08,0.05,0.01,0.05,0.01,0.03,-0.10,-0.01,0.01,-0.10,-0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,0.02,-0.03,0.07,0.02,0.03,0.10,0.12,-0.03,0.03,-0.07,0.13,0.10,0.11,0.55,RWA,B,B,0.529,-,0.479,0.526,-,RWA,RWA,RWA,RWA,RWA,RWA,0.37,0.37
